"nrg_bal","siec","unit","geo","time","values","hdd.ind","pop","demand","fechh","fechh.cap"
"FC_OTH_HH_E","TOTAL","KTOE","AT",2019-01-01,6695.287,0.95,8858775,0.69,6938.43163315789,0.000783226984900045
"FC_OTH_HH_E","TOTAL","KTOE","BE",2019-01-01,7899.465,0.94,11455519,0.74,8272.58866595745,0.000722148744719244
"FC_OTH_HH_E","TOTAL","KTOE","BG",2019-01-01,2159.861,0.87,7000039,0.53,2330.9120608046,0.000332985582052414
"FC_OTH_HH_E","TOTAL","KTOE","CY",2019-01-01,362.606,1.04,875899,0.35,357.724765384615,0.000408408692537171
"FC_OTH_HH_E","TOTAL","KTOE","CZ",2019-01-01,7006.728,0.91,10649800,0.68,7477.94970725275,0.00070216808834464
"FC_OTH_HH_E","TOTAL","KTOE","DE",2019-01-01,57734.681,0.92,83019213,0.66,61048.1496486956,0.000735349655129779
"FC_OTH_HH_E","TOTAL","KTOE","DK",2019-01-01,4369.619,0.93,5806081,0.63,4576.82351387097,0.000788281030504219
"FC_OTH_HH_E","TOTAL","KTOE","EE",2019-01-01,951.328,0.91,1324820,0.73,1020.01179076923,0.000769924813007979
"FC_OTH_HH_E","TOTAL","KTOE","EL",2019-01-01,4113.967,0.95,10724599,0.54,4230.89027263158,0.000394503353704095
"FC_OTH_HH_E","TOTAL","KTOE","ES",2019-01-01,14738.116,0.96,46937060,0.43,15002.1739116667,0.000319623212695185
"FC_OTH_HH_E","TOTAL","KTOE","EU27_2020",2019-01-01,245855.834,0.95,446446444,0.64,254137.293671579,0.000569244748361304
"FC_OTH_HH_E","TOTAL","KTOE","FI",2019-01-01,5631.035,1.01,5517919,0.67,5593.68060940594,0.00101373010539045
"FC_OTH_HH_E","TOTAL","KTOE","FR",2019-01-01,39846.519,0.96,67177636,0.65,40925.69555625,0.000609216072388287
